srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id
175.45.176.1,29636,149.171.126.13,80,tcp,FIN,2.447321,1462,268,254,252,6,1,http,4439.139648,732.229248,14,6,255,255,793864994,3781320516,104,45,1,0,18853.12164,947.000625,1421927581,1421927583,188.255457,482.996812,0.045208,0.016623,0.028585,0,1,1.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.1,46673,149.171.126.13,80,tcp,FIN,0.475653,826,2188,62,252,2,2,http,12513.32422,33133.39844,10,10,255,255,297053769,255967441,83,219,1,622,3458.84594,96.653875,1421927587,1421927587,52.850333,47.516555,0.091769,0.047272,0.044497,0,1,1.0,0.0,0,2,1,1,2,1,1,1,DoS,1,dos_1_14917112613
175.45.176.3,14374,149.171.126.13,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927612,1421927612,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,3,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,27068,149.171.126.13,25,tcp,FIN,1.067048,132632,2308,62,252,56,8,smtp,985957.5625,16801.49414,118,34,255,255,3656576943,346913919,1124,68,0,0,885.319576,40.138133,1421927616,1421927617,9.120068,31.602516,0.041391,0.023431,0.01796,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.0,19997,149.171.126.13,80,tcp,FIN,0.183965,984,268,254,252,2,1,http,38529.07031,9740.983398,10,6,255,255,3900943281,1119218878,98,45,1,0,1019.78065,53.274461,1421927629,1421927629,18.635222,33.854398,0.034955,0.014683,0.020272,0,1,1.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.2,11926,149.171.126.13,37552,tcp,FIN,0.218966,524,268,254,252,2,1,-,17244.68555,8183.918457,10,6,255,255,2379844377,1672720175,52,45,0,0,1130.226077,54.448754,1421927633,1421927634,22.202667,40.167,0.032263,0.018123,0.01414,0,1,0.0,0.0,0,2,2,1,1,1,1,1,Shellcode,1,shellcode_1_14917112613
175.45.176.2,8900,149.171.126.13,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927635,1421927635,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,2,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,26420,149.171.126.13,143,tcp,FIN,0.693588,1266,65578,62,252,6,30,-,14002.54883,744580.3125,24,64,255,255,2747725924,4222933754,53,1025,0,0,1564.94117,889.027857,1421927639,1421927640,30.155999,10.377032,0.028976,0.014159,0.014817,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.3,43831,149.171.126.13,80,tcp,FIN,0.228079,784,918,62,252,2,2,http,24763.34961,28200.75391,10,8,255,255,2460627996,3771542246,78,115,1,56,1291.929576,47.433984,1421927646,1421927646,25.342111,30.421143,0.034142,0.0141,0.020042,0,1,1.0,0.0,0,1,1,1,1,1,1,1,DoS,1,dos_1_14917112613
175.45.176.3,39335,149.171.126.13,80,tcp,FIN,0.200028,1120,1016,254,252,2,2,http,40314.35547,35555.02344,10,8,255,255,228728124,3771398703,112,127,0,0,1191.983796,44.646387,1421927647,1421927648,22.225333,25.965715,0.03173,0.017595,0.014135,0,1,0.0,0.0,0,2,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.1,3881,149.171.126.13,58964,udp,INT,6e-06,142,0,254,0,0,0,-,94666664.0,0.0,2,0,0,0,0,0,71,0,0,0,0.0,0.0,1421927670,1421927670,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112613
175.45.176.2,57981,149.171.126.13,80,tcp,FIN,0.995681,958,354,254,252,2,1,http,6933.947754,2490.757568,10,8,255,255,1949186253,1517344471,96,44,1,0,7373.170488,185.591281,1421927679,1421927680,110.532444,134.143141,0.157238,0.056669,0.100569,0,1,1.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.1,40657,149.171.126.13,80,tcp,FIN,0.777999,926,268,254,252,2,1,http,8575.84668,2303.344971,10,6,255,255,1288847395,3396690538,93,45,0,0,4393.199278,224.627328,1421927684,1421927685,83.095778,136.504,0.180558,0.095468,0.08509,0,1,0.0,0.0,0,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.2,52989,149.171.126.13,80,tcp,FIN,0.492619,842,1238,62,252,2,2,http,12309.71582,17603.86719,10,8,255,255,3093778623,3850909323,84,155,0,0,2730.013209,77.118891,1421927698,1421927699,54.735444,61.194715,0.128889,0.063524,0.065365,0,1,0.0,0.0,0,1,1,1,2,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.2,36743,149.171.126.13,777,tcp,FIN,0.397838,3928,268,254,252,3,1,-,72411.38281,4504.346191,12,6,255,255,2938692195,2824462479,327,45,0,0,1925.715547,98.740086,1421927701,1421927702,33.145545,67.944398,0.094448,0.058108,0.03634,0,1,0.0,0.0,0,3,1,1,1,1,1,1,Exploits,1,exploits_1_14917112613
175.45.176.1,19087,149.171.126.13,80,tcp,FIN,2.38404,1274,268,254,252,6,1,http,3969.731934,751.665222,14,6,255,255,3775905999,1223450228,91,45,1,0,18828.58855,941.014688,1421927737,1421927739,183.045534,474.796594,0.056272,0.010054,0.046218,0,1,1.0,0.0,0,1,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.2,63685,149.171.126.13,179,tcp,FIN,0.163778,484,268,254,252,2,1,-,21297.12109,10941.63965,10,6,255,255,2056985733,1352530591,48,45,0,0,899.585593,49.982488,1421927755,1421927755,17.265444,31.209,0.052916,0.007722,0.045194,0,1,0.0,0.0,0,4,4,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,30451,149.171.126.13,179,tcp,FIN,0.177208,484,268,254,252,2,1,-,19683.08398,10112.41016,10,6,255,255,3022548017,818468755,48,45,0,0,963.840735,35.506,1421927756,1421927756,18.431444,24.2894,0.067637,0.05575,0.011887,0,1,0.0,0.0,0,4,4,3,3,3,1,3,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,48413,149.171.126.13,179,tcp,FIN,0.187726,484,268,254,252,2,1,-,18580.27148,9545.827148,10,6,255,255,2245594573,1184849973,48,45,0,0,1093.450949,55.321723,1421927755,1421927756,20.193111,33.309199,0.078695,0.021169,0.057526,0,1,0.0,0.0,0,4,4,3,3,3,1,3,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,58077,149.171.126.13,179,tcp,FIN,0.196917,484,268,254,252,2,1,-,17713.04688,9100.28125,10,6,255,255,3542242205,3012082544,48,45,0,0,1113.433546,53.976527,1421927756,1421927756,20.952333,34.001199,0.04588,0.0269,0.01898,0,1,0.0,0.0,0,13,13,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64746,149.171.126.13,179,tcp,FIN,0.194929,484,268,254,252,2,1,-,17893.69336,9193.09082,10,6,255,255,3285943079,367944407,48,45,0,0,1147.327339,58.888172,1421927756,1421927756,20.824778,33.714801,0.041504,0.026344,0.01516,0,1,0.0,0.0,0,4,4,3,3,3,1,3,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,7261,149.171.126.13,179,tcp,FIN,0.176713,484,268,254,252,2,1,-,19738.21875,10140.73633,10,6,255,255,1525420745,3975595819,48,45,0,0,1071.96838,38.618688,1421927757,1421927757,18.588889,25.511,0.089318,0.049147,0.040171,0,1,0.0,0.0,0,13,13,5,5,5,1,5,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,50737,149.171.126.13,179,tcp,FIN,0.18003,484,268,254,252,2,1,-,19374.54883,9953.896484,10,6,255,255,3270758728,2429790616,48,45,0,0,1027.830655,46.35184,1421927756,1421927757,19.058667,28.2684,0.048531,0.038677,0.009854,0,1,0.0,0.0,0,13,13,5,5,5,1,5,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,43558,149.171.126.13,179,tcp,FIN,0.30771,484,268,254,252,2,1,-,11335.34863,5823.665527,10,6,255,255,1963391905,4269063687,48,45,0,0,1814.236014,78.173016,1421927757,1421927757,32.674556,48.535398,0.124275,0.065022,0.059253,0,1,0.0,0.0,0,13,13,5,5,5,2,5,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,43558,149.171.126.13,179,tcp,FIN,0.30771,484,268,254,252,2,1,-,11335.34863,5823.665527,10,6,255,255,1963391905,4269063687,48,45,0,0,1814.236014,78.173016,1421927757,1421927757,32.674556,48.535398,0.124275,0.065022,0.059253,0,1,0.0,0.0,0,13,13,5,5,5,2,5,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,60467,149.171.126.13,179,tcp,FIN,0.177824,484,268,254,252,2,1,-,19614.90039,10077.37988,10,6,255,255,47998302,3951212989,48,45,0,0,983.344835,48.062926,1421927757,1421927757,18.650111,30.98,0.038911,0.022915,0.015996,0,1,0.0,0.0,0,13,13,5,5,5,1,5,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64622,149.171.126.13,179,tcp,FIN,0.293786,484,268,254,252,2,1,-,11872.58789,6099.678223,10,6,255,255,3484121606,1729566195,48,45,0,0,1693.367132,88.148281,1421927758,1421927758,31.209111,52.330398,0.057849,0.03213,0.025719,0,1,0.0,0.0,0,13,13,2,3,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,53916,149.171.126.13,179,tcp,FIN,0.199097,484,268,254,252,2,1,-,17519.09961,9000.638672,10,6,255,255,2959364568,2656995831,48,45,0,0,1029.978739,50.502668,1421927758,1421927758,20.009111,34.703801,0.048531,0.025574,0.022957,0,1,0.0,0.0,0,13,13,2,3,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,43471,149.171.126.13,179,tcp,FIN,0.240052,484,268,254,252,2,1,-,14530.18555,7465.049316,10,6,255,255,2353336785,2199850315,48,45,0,0,1295.350772,58.595934,1421927759,1421927759,25.174,37.897398,0.068114,0.050554,0.01756,0,1,0.0,0.0,0,13,13,4,4,3,1,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,19998,149.171.126.13,80,tcp,FIN,0.23331,966,268,254,252,2,1,http,29831.55469,7680.768066,10,6,255,255,677655810,411602418,97,45,1,0,1311.410221,63.981465,1421927759,1421927759,24.706556,40.190199,0.098336,0.032347,0.065989,0,1,1.0,0.0,0,1,1,4,4,1,1,4,Exploits,1,exploits_1_14917112613
175.45.176.2,62554,149.171.126.13,179,tcp,FIN,0.323281,484,268,254,252,2,1,-,10789.37598,5543.165527,10,6,255,255,2017125565,434308854,48,45,0,0,1903.358388,93.547844,1421927759,1421927759,34.481778,55.570199,0.078286,0.045418,0.032868,0,1,0.0,0.0,0,13,13,4,4,3,1,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,22910,149.171.126.13,179,tcp,FIN,0.228163,484,268,254,252,2,1,-,15287.31641,7854.03418,10,6,255,255,1094206567,677963671,48,45,0,0,1218.55925,59.823266,1421927759,1421927759,24.139,38.615199,0.07093,0.035079,0.035851,0,1,0.0,0.0,0,13,13,4,4,3,1,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,47229,149.171.126.13,179,tcp,FIN,0.276434,484,268,254,252,2,1,-,12617.83984,6482.560059,10,6,255,255,1519031522,2207059150,48,45,0,0,1439.358078,68.410664,1421927759,1421927760,28.352667,46.543,0.063804,0.043708,0.020096,0,1,0.0,0.0,0,13,13,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,4145,149.171.126.13,179,tcp,FIN,0.257976,484,268,254,252,2,1,-,13520.6377,6946.382812,10,6,255,255,2652901902,1646647249,48,45,0,0,1190.956133,55.71382,1421927760,1421927760,23.538111,43.669801,0.064849,0.039616,0.025233,0,1,0.0,0.0,0,12,12,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64926,149.171.126.13,179,tcp,FIN,0.255524,486,268,254,252,2,1,-,13712.99707,7013.039551,10,6,255,255,1292888211,4107344886,49,45,0,0,1308.88651,60.032316,1421927760,1421927760,26.674,44.180398,0.060282,0.03461,0.025672,0,1,0.0,0.0,0,13,13,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,52038,149.171.126.13,179,tcp,FIN,0.304673,486,268,254,252,2,1,-,11500.85547,5881.716309,10,6,255,255,967170901,1576337187,49,45,0,0,1791.214231,76.612047,1421927760,1421927761,33.765,53.214801,0.078139,0.038587,0.039552,0,1,0.0,0.0,0,12,12,4,5,4,1,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64223,149.171.126.13,179,tcp,FIN,0.25836,486,268,254,252,2,1,-,13562.4707,6936.058105,10,6,255,255,1473526558,2033502767,49,45,0,0,1448.177321,72.587289,1421927761,1421927761,28.601556,45.541,0.06868,0.030643,0.038037,0,1,0.0,0.0,0,12,12,4,5,4,2,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64223,149.171.126.13,179,tcp,FIN,0.25836,486,268,254,252,2,1,-,13562.4707,6936.058105,10,6,255,255,1473526558,2033502767,49,45,0,0,1448.177321,72.587289,1421927761,1421927761,28.601556,45.541,0.06868,0.030643,0.038037,0,1,0.0,0.0,0,12,12,4,5,4,2,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,53983,149.171.126.13,179,tcp,FIN,0.3237,486,268,254,252,2,1,-,10824.83789,5535.989746,10,6,255,255,2123264792,135606286,49,45,0,0,1873.713644,85.920133,1421927761,1421927761,35.859111,55.120602,0.088252,0.048085,0.040167,0,1,0.0,0.0,0,12,12,4,5,4,1,4,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,62290,149.171.126.13,179,tcp,FIN,0.480666,486,354,254,252,2,1,-,7289.885254,5159.507812,10,8,255,255,3579948177,1672967946,49,44,0,0,3647.606371,107.660961,1421927762,1421927762,53.299444,60.978715,0.109276,0.053803,0.055473,0,1,0.0,0.0,0,12,12,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,49398,149.171.126.13,179,tcp,FIN,0.268323,486,268,254,252,2,1,-,13058.8877,6678.518066,10,6,255,255,1765269246,2370264866,49,45,0,0,1405.176953,67.730594,1421927762,1421927762,27.998889,45.396801,0.084462,0.041331,0.043131,0,1,0.0,0.0,0,12,12,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,45430,149.171.126.13,179,tcp,FIN,0.589091,486,354,254,252,2,1,-,5948.146973,4209.875977,10,8,255,255,1018539469,1963138067,49,44,0,0,4381.877212,117.943445,1421927762,1421927763,62.977222,78.14843,0.093667,0.042041,0.051626,0,1,0.0,0.0,0,12,12,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,17494,149.171.126.13,179,tcp,FIN,0.246858,486,268,254,252,2,1,-,14194.39551,7259.233887,10,6,255,255,1389097333,5014995,49,45,0,0,1217.879585,50.196984,1421927763,1421927763,24.588111,37.953602,0.079062,0.057079,0.021983,0,1,0.0,0.0,0,12,12,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,65410,149.171.126.13,179,tcp,FIN,0.269118,486,268,254,252,2,1,-,13020.31055,6658.788574,10,6,255,255,2382057446,2015265146,49,45,0,0,1551.480137,71.053773,1421927764,1421927764,27.559333,45.903,0.105434,0.039592,0.065842,0,1,0.0,0.0,0,12,12,3,3,3,1,3,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64797,149.171.126.13,179,tcp,FIN,0.511052,486,354,254,252,2,1,-,6856.444824,4852.734863,10,8,255,255,2589402851,594932026,49,44,0,0,3654.956903,111.104359,1421927764,1421927764,55.342,63.516855,0.125533,0.066429,0.059104,0,1,0.0,0.0,0,12,12,3,3,3,2,3,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,64797,149.171.126.13,179,tcp,FIN,0.511052,486,354,254,252,2,1,-,6856.444824,4852.734863,10,8,255,255,2589402851,594932026,49,44,0,0,3654.956903,111.104359,1421927764,1421927764,55.342,63.516855,0.125533,0.066429,0.059104,0,1,0.0,0.0,0,12,12,3,3,3,2,3,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,53962,149.171.126.13,179,tcp,FIN,0.399002,486,268,254,252,2,1,-,8781.911133,4491.205566,10,6,255,255,785928944,1521514408,49,45,0,0,2134.698541,100.739437,1421927765,1421927765,40.688333,66.928203,0.10857,0.06435,0.04422,0,1,0.0,0.0,0,7,7,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,47681,149.171.126.13,179,tcp,FIN,0.361729,486,268,254,252,2,1,-,9686.80957,4953.984863,10,6,255,255,2237912594,177201242,49,45,0,0,2019.837905,96.984391,1421927766,1421927766,37.910333,64.091602,0.079003,0.041263,0.03774,0,1,0.0,0.0,0,7,7,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,51980,149.171.126.13,179,tcp,FIN,0.465039,486,268,254,252,2,1,-,7534.851562,3853.440186,10,6,255,255,4047125876,340794304,49,45,0,0,2713.775104,133.039047,1421927765,1421927766,49.068444,79.583398,0.130644,0.067118,0.063526,0,1,0.0,0.0,0,7,7,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,54893,149.171.126.13,179,tcp,FIN,0.498529,486,268,254,252,2,1,-,7028.678711,3594.575439,10,6,255,255,250962054,3156273615,49,45,0,0,2983.56168,141.929734,1421927766,1421927767,51.89,85.941602,0.127745,0.06881,0.058935,0,1,0.0,0.0,0,7,7,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,63072,149.171.126.13,179,tcp,FIN,0.51945,486,354,254,252,2,1,-,6745.596191,4774.280273,10,8,255,255,1023838423,3871178763,49,44,0,0,3651.270129,109.548219,1421927767,1421927767,54.254889,65.30757,0.10744,0.062286,0.045154,0,1,0.0,0.0,0,7,7,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,30354,149.171.126.13,179,tcp,FIN,0.531323,486,354,254,252,2,1,-,6594.858398,4667.59375,10,8,255,255,926339640,490576520,49,44,0,0,3990.867027,106.129242,1421927767,1421927768,58.929222,65.82957,0.124727,0.070505,0.054222,0,1,0.0,0.0,0,7,7,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,4754,149.171.126.13,179,tcp,FIN,0.331974,486,268,254,252,2,1,-,10555.04395,5398.013184,10,6,255,255,2352355519,962032863,49,45,0,0,1964.022178,87.914117,1421927768,1421927768,35.108111,56.212602,0.152733,0.050907,0.101826,0,1,0.0,0.0,0,7,7,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,50422,149.171.126.13,179,tcp,FIN,0.482051,490,268,254,252,2,1,-,7318.727539,3717.448975,10,6,255,255,2074564294,1506512146,49,45,0,0,2691.770197,105.875805,1421927768,1421927769,51.576222,68.781203,0.190172,0.138134,0.052038,0,1,0.0,0.0,0,8,8,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
175.45.176.2,58401,149.171.126.13,179,tcp,FIN,0.404506,490,268,254,252,2,1,-,8721.75,4430.095215,10,6,255,255,3419286297,3389457434,49,45,0,0,2280.074751,99.999352,1421927769,1421927769,44.845889,64.863398,0.153339,0.080187,0.073152,0,1,0.0,0.0,0,8,8,2,2,2,1,2,Fuzzers,1,fuzzers_1_14917112613
