srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id,total_duration,cumulative_duration,remaining_time
175.45.176.0,45372,149.171.126.16,111,tcp,FIN,0.625921,564,354,254,252,2,1,-,6492.832031,3962.161377,10,8,255,255,1226406133,3253533023,56,44,0,0,5421.360504,139.425688,1421927467,1421927468,69.546778,87.469711,0.053786,0.00878,0.045006,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,4.336905,878.635058
175.45.176.3,52793,149.171.126.16,80,tcp,FIN,0.388577,920,34618,62,252,2,14,http,17376.2207,690457.75,12,32,255,255,1290138545,60107767,77,1082,1,16384,2086.122875,1430.297046,1421927473,1421927474,35.325183,12.121484,0.054493,0.008344,0.046149,0,1,1.0,0.0,0,2,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,3.581561,294.72333599999996
175.45.176.2,49950,149.171.126.16,5060,udp,INT,3e-06,1354,0,254,0,0,0,-,1805333248.0,0.0,2,0,0,0,0,0,677,0,0,0,0.0,0.0,1421927486,1421927486,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,2,1,1,1,1,1,1,Generic,1,generic_1_14917112616,688.583365,3e-06,688.583362
175.45.176.2,54486,149.171.126.16,80,tcp,FIN,0.215663,806,924,62,252,2,2,http,26930.90625,30009.7832,10,8,255,255,779110207,1318451596,81,116,1,35,1308.178035,53.08241,1421927511,1421927511,23.962556,29.401285,0.050981,0.006161,0.04482,0,1,1.0,0.0,0,2,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,3.797224,294.50767299999995
175.45.176.0,37584,149.171.126.16,143,tcp,FIN,0.640271,1166,41224,62,252,6,21,-,13906.61133,503886.625,22,46,255,255,712268038,3439722890,53,896,0,0,1642.519598,1118.775463,1421927514,1421927514,30.463144,13.959712,0.022495,0.012074,0.010421,0,1,0.0,0.0,0,2,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,4.437495,293.86740199999997
175.45.176.1,38706,149.171.126.16,4316,tcp,FIN,0.186056,634,268,254,252,2,1,-,24551.74805,9631.508789,10,6,255,255,3718987471,2805337410,63,45,0,0,995.709839,58.426707,1421927527,1421927527,18.845111,35.353,0.056565,0.009288,0.047277,0,1,0.0,0.0,0,2,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112616,57.008865,0.186056,56.822809
175.45.176.1,32979,149.171.126.16,80,tcp,FIN,3.161003,3636,164758,62,252,8,60,http,8946.527344,413615.5313,36,124,255,255,534608515,185143771,101,1329,1,109,11845.82877,6608.447865,1421927559,1421927562,90.314375,25.478317,0.046629,0.026159,0.02047,0,1,1.0,0.0,0,2,1,1,2,2,1,1,Exploits,1,exploits_1_14917112616,298.304897,7.598498,290.706399
175.45.176.2,3829,149.171.126.16,143,tcp,FIN,0.646821,1022,10898,62,252,6,10,-,11947.66406,129173.2891,18,24,255,255,1626796945,2773577430,57,454,0,0,1898.167652,1659.486447,1421927592,1421927592,38.048294,27.588912,0.051722,0.008359,0.043363,0,1,0.0,0.0,0,3,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,8.245319,290.059578
175.45.176.3,63009,149.171.126.16,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927611,1421927611,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,3,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,4.336911,878.635052
175.45.176.3,35948,149.171.126.16,80,tcp,FIN,0.487234,800,1156,62,252,2,2,http,11821.83496,17092.4043,10,10,255,255,3531325907,1512848429,80,116,1,110,3540.405646,89.817234,1421927617,1421927618,54.031444,48.610891,0.099787,0.049729,0.050058,0,1,1.0,0.0,0,1,1,1,1,1,1,1,DoS,1,dos_1_14917112616,1412.528204,0.755506,1411.772698
175.45.176.2,59451,149.171.126.16,34049,tcp,FIN,0.170426,728,268,254,252,2,1,-,30793.42383,10514.82813,10,6,255,255,1104929019,381282576,73,45,0,0,973.004027,50.635605,1421927623,1421927623,17.563778,31.299199,0.033915,0.013919,0.019996,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112616,57.008865,0.35648199999999997,56.652383
175.45.176.2,58757,149.171.126.16,111,tcp,FIN,0.695721,564,354,254,252,2,1,-,5841.422363,3564.647461,10,8,255,255,3127894595,2415115905,56,44,0,0,6048.40226,139.007438,1421927625,1421927626,76.272444,93.904289,0.086427,0.038381,0.048046,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,5.0326319999999996,877.9393309999999
175.45.176.2,45650,149.171.126.16,111,udp,INT,1e-06,168,0,254,0,0,0,-,672000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927629,1421927629,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,5.032633,877.9393299999999
175.45.176.3,36984,149.171.126.16,80,tcp,FIN,0.394707,1288,34708,62,252,2,14,http,23936.74414,681497.9375,12,32,255,255,608638671,3233290360,107,1085,0,0,2132.172276,1295.798252,1421927646,1421927647,35.882454,11.511709,0.079392,0.025428,0.053964,0,1,0.0,0.0,0,2,1,1,1,1,1,1,Generic,1,generic_1_14917112616,688.583365,0.39470999999999995,688.1886549999999
175.45.176.1,43891,149.171.126.16,25,tcp,FIN,2.150165,3852,1592,62,252,7,8,smtp,13617.55859,5629.335449,20,20,255,255,1081615009,3497631280,193,80,0,0,5837.266723,141.984125,1421927672,1421927674,113.118581,109.317844,0.122813,0.073116,0.049697,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,10.395484,287.909413
175.45.176.2,26644,149.171.126.16,110,tcp,FIN,1.661113,1028,31128,62,252,7,18,pop3,4729.358887,146167.0625,22,40,255,255,2386670831,1973611473,47,778,0,0,4009.034028,2877.012695,1421927697,1421927698,79.100618,40.697076,0.118992,0.051365,0.067627,0,1,0.0,0.0,0,2,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,12.056597,286.2483
175.45.176.2,44413,149.171.126.16,111,tcp,FIN,0.798566,564,354,254,252,2,1,-,5089.122559,3105.566895,10,8,255,255,3822609346,2862589109,56,44,0,0,6576.103636,143.078141,1421927699,1421927700,88.631556,104.36243,0.124682,0.068024,0.056658,0,1,0.0,0.0,0,3,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,5.831199,877.140764
175.45.176.1,2442,149.171.126.16,554,udp,INT,1.2e-05,748,0,254,0,0,0,-,249333328.0,0.0,2,0,0,0,0,0,374,0,0,0,0.0,0.0,1421927705,1421927705,0.012,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,DoS,1,dos_1_14917112616,1412.528204,0.755518,1411.772686
175.45.176.2,62492,149.171.126.16,25,tcp,FIN,1.658292,41347,1910,62,252,22,8,smtp,195483.0625,8833.18457,50,24,255,255,3809686996,2763105037,827,80,0,0,2415.570161,84.196867,1421927704,1421927706,33.842694,68.620953,0.127931,0.05791,0.070021,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,13.714889,284.590008
175.45.176.2,12064,149.171.126.16,80,tcp,FIN,0.314297,806,1144,62,252,2,2,http,18479.33789,25479.08594,10,8,255,255,2626631971,872462373,81,143,1,157,1815.371326,61.761617,1421927715,1421927715,34.921889,36.556855,0.097113,0.058217,0.038896,0,1,1.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,14.029186000000001,284.275711
175.45.176.2,49109,149.171.126.16,443,tcp,FIN,0.502923,1288,2060,254,252,3,3,ssl,18786.17578,29491.5918,12,10,255,255,244675366,3789017958,107,206,0,0,2233.253288,87.517508,1421927716,1421927716,45.720271,54.176445,0.08107,0.014655,0.066415,0,1,0.0,0.0,0,1,1,1,1,1,1,1,DoS,1,dos_1_14917112616,1412.528204,1.258441,1411.269763
175.45.176.1,49280,149.171.126.16,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927720,1421927720,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,5.83121,877.1407529999999
175.45.176.3,22549,149.171.126.16,80,tcp,FIN,2.611576,4032,617411,62,252,2,230,http,12188.80859,1887231.25,76,464,255,255,3282165119,747255416,53,1331,0,0,1688.042186,679.527966,1421927725,1421927728,34.821012,5.612147,0.062953,0.012282,0.050671,0,1,0.0,0.0,0,1,2,1,1,1,1,1,Generic,1,generic_1_14917112616,688.583365,3.006286,685.5770789999999
175.45.176.1,63681,149.171.126.16,8080,tcp,FIN,0.22383,1992,268,254,252,2,1,http,64084.35156,8006.076172,10,6,255,255,2323444323,604267958,199,45,1,0,1166.745098,61.010578,1421927729,1421927729,22.727,40.092199,0.07136,0.023364,0.047996,0,1,1.0,0.0,0,3,2,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,14.253016,284.051881
175.45.176.1,12573,149.171.126.16,2401,tcp,FIN,0.256495,1432,2172,254,252,2,2,-,40203.51172,59291.60547,10,8,255,255,2683298052,3947710837,143,272,0,0,1402.2533,50.652773,1421927752,1421927753,28.499444,35.52357,0.052333,0.007058,0.045275,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Generic,1,generic_1_14917112616,688.583365,3.262781,685.3205839999999
175.45.176.3,55429,149.171.126.16,80,tcp,FIN,0.20859,804,1286,62,252,2,2,http,27767.39063,43185.19531,10,8,255,255,826831132,3238540770,80,161,1,223,1195.638966,35.440965,1421927754,1421927755,23.039667,22.442143,0.08664,0.051484,0.035156,0,1,1.0,0.0,0,1,1,1,1,1,1,1,DoS,1,dos_1_14917112616,1412.528204,1.467031,1411.061173
175.45.176.1,44504,149.171.126.16,111,tcp,FIN,0.832118,564,354,254,252,2,1,-,4883.922852,2980.34668,10,8,255,255,4044649734,1443294014,56,44,0,0,5858.849705,150.631328,1421927766,1421927766,89.396889,110.9,0.084751,0.055807,0.028944,0,1,0.0,0.0,0,1,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,6.663328,876.308635
175.45.176.0,18158,149.171.126.16,111,tcp,FIN,0.83574,564,354,254,252,2,1,-,4862.756348,2967.430176,10,8,255,255,333519427,82611587,56,44,0,0,6214.483185,151.574672,1421927768,1421927768,88.222556,112.99043,0.080296,0.044803,0.035493,0,1,0.0,0.0,0,1,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,7.499068,875.472895
175.45.176.3,46560,149.171.126.16,80,tcp,FIN,2.823146,1308,1656,254,252,4,2,http,3397.62793,4106.057617,12,8,255,255,1223320966,707863834,109,207,1,401,21192.12623,883.177125,1421927793,1421927795,256.649625,391.488281,0.193077,0.081922,0.111155,0,1,1.0,0.0,0,1,2,1,1,1,1,1,DoS,1,dos_1_14917112616,1412.528204,4.290177,1408.2380269999999
175.45.176.1,39111,149.171.126.16,8080,tcp,FIN,0.873797,14092,354,254,252,6,1,http,121858.9688,2838.187744,18,8,255,255,2793259692,3565326031,783,44,0,0,3672.113509,243.40125,1421927797,1421927798,51.399824,111.582141,0.197694,0.072036,0.125658,0,1,0.0,0.0,0,1,2,2,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,15.126813,283.17808399999996
175.45.176.2,26070,149.171.126.16,143,tcp,FIN,1.460922,880,1342,254,252,5,5,-,4517.694824,6828.564453,16,14,255,255,979507979,1233209134,55,96,0,0,4654.833317,118.152383,1421927797,1421927798,93.239864,105.736844,0.151977,0.086341,0.065636,0,1,0.0,0.0,0,7,1,2,2,1,1,1,Generic,1,generic_1_14917112616,688.583365,4.7237029999999995,683.859662
175.45.176.2,32870,149.171.126.16,111,tcp,FIN,0.991992,564,354,254,252,2,1,-,4096.807129,2500.020264,10,8,255,255,45097038,3201780888,56,44,0,0,6704.351196,172.429703,1421927820,1421927821,107.939778,121.019,0.24524,0.144858,0.100382,0,1,0.0,0.0,0,6,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,8.49106,874.480903
175.45.176.1,51985,149.171.126.16,111,tcp,FIN,1.032145,564,354,254,252,2,1,-,3937.431152,2402.763184,10,8,255,255,2906361447,3650519005,56,44,0,0,7516.46466,187.136562,1421927842,1421927843,111.569556,130.889141,0.229722,0.11591,0.113812,0,1,0.0,0.0,0,3,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,9.523205,873.448758
175.45.176.1,23336,149.171.126.16,2401,tcp,FIN,5.857353,489078,3036,254,252,180,2,-,666160.25,4087.853271,366,70,255,255,740173041,1588109338,1336,43,0,0,1868.110479,98.632625,1421927847,1421927853,15.900066,82.968289,0.225308,0.132538,0.09277,0,1,0.0,0.0,0,3,1,1,2,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,20.984166000000002,277.32073099999997
175.45.176.2,42050,149.171.126.16,110,tcp,FIN,3.374244,1624,132808,62,252,7,57,pop3,3743.65332,312207.4063,36,118,255,255,637121846,1549081590,45,1125,0,0,4743.988075,2613.186106,1421927854,1421927857,96.382118,27.850837,0.187374,0.115685,0.071689,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,24.35841,273.946487
175.45.176.2,42050,149.171.126.16,110,tcp,FIN,3.374244,1624,132808,62,252,7,57,pop3,3743.65332,312207.4063,36,118,255,255,637121846,1549081590,45,1125,0,0,4743.988075,2613.186106,1421927854,1421927857,96.382118,27.850837,0.187374,0.115685,0.071689,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,27.732654,270.57224299999996
175.45.176.3,36616,149.171.126.16,80,tcp,FIN,0.977213,2628,1072,62,252,2,2,http,19369.36914,7678.980957,10,8,255,255,2119944481,3433324166,263,134,0,0,5459.987117,172.686781,1421927857,1421927858,108.579222,123.593141,0.219887,0.11141,0.108477,0,1,0.0,0.0,0,2,1,1,2,2,1,1,Exploits,1,exploits_1_14917112616,298.304897,28.709867,269.59503
175.45.176.0,1619,149.171.126.16,80,tcp,FIN,1.191017,846,8030,62,252,2,4,http,5118.314941,49443.45703,10,12,255,255,2754518386,1551488637,85,669,0,0,6521.731472,7023.073314,1421927872,1421927873,132.265444,93.454453,0.383709,0.163008,0.220701,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,29.900884,268.40401299999996
175.45.176.1,61146,149.171.126.16,80,tcp,FIN,0.880448,818,988,62,252,2,2,http,6696.59082,7859.635254,10,8,255,255,3128381995,734459946,82,124,1,82,4809.585233,178.480891,1421927876,1421927877,97.827556,114.592859,0.174882,0.07778,0.097102,0,1,1.0,0.0,0,2,2,1,3,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,30.781332,267.52356499999996
175.45.176.0,42758,149.171.126.16,25,tcp,FIN,3.259712,9096,1946,254,252,9,8,smtp,21393.30078,4537.824219,24,20,255,255,1534696059,828173708,379,97,0,0,8028.268757,206.891781,1421927875,1421927878,141.726611,166.749953,0.172153,0.091064,0.081089,0,1,0.0,0.0,0,1,1,2,1,1,1,1,Generic,1,generic_1_14917112616,688.583365,7.983415,680.5999499999999
175.45.176.1,58376,149.171.126.16,80,tcp,FIN,1.355521,820,5606,62,252,2,3,http,4355.520996,30329.29883,10,12,255,255,1695330592,1876555809,82,467,0,0,9297.156631,6944.153948,1421927877,1421927878,150.613444,109.411818,0.310094,0.150952,0.159142,0,1,0.0,0.0,0,2,2,2,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,32.136853,266.168044
175.45.176.0,60086,149.171.126.16,25,tcp,FIN,7.149956,286742,3214,62,252,113,8,smtp,319450.3438,3532.329346,232,56,255,255,3732902175,4239611341,1236,57,0,0,3711.274025,193.699594,1421927873,1421927880,30.946637,128.369797,0.182613,0.089613,0.093,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,39.286809,259.018088
175.45.176.0,60086,149.171.126.16,25,tcp,FIN,7.149956,286742,3214,62,252,113,8,smtp,319450.3438,3532.329346,232,56,255,255,3732902175,4239611341,1236,57,0,0,3711.274025,193.699594,1421927873,1421927880,30.946637,128.369797,0.182613,0.089613,0.093,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,46.436765,251.86813199999997
175.45.176.2,58187,149.171.126.16,50000,tcp,FIN,2.486839,2284,1374,254,252,4,3,-,6823.119629,4104.809082,14,14,255,255,2559664568,1846617658,163,98,0,0,11068.09221,249.049234,1421927880,1421927882,191.295308,178.601687,0.275453,0.164025,0.111428,0,1,0.0,0.0,0,2,1,1,2,1,1,1,Generic,1,generic_1_14917112616,688.583365,10.470254,678.113111
175.45.176.2,49940,149.171.126.16,80,tcp,FIN,1.497018,910,26648,62,252,2,10,http,4462.204102,136933.5625,12,26,255,255,2346458137,1559701314,76,1025,0,0,9542.823955,5139.658313,1421927887,1421927889,136.092543,56.005362,0.196338,0.096549,0.099789,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,47.933783,250.37111399999998
175.45.176.2,52320,149.171.126.16,80,tcp,FIN,1.509044,1210,96840,62,252,2,37,http,6096.574707,506805.625,20,78,255,255,3494910597,1558075599,61,1242,1,46592,4126.732627,2115.758944,1421927898,1421927899,79.423365,17.49739,0.260206,0.161113,0.099093,0,1,1.0,0.0,0,2,1,1,2,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,49.442827,248.86207
175.45.176.1,2778,149.171.126.16,20222,tcp,FIN,1.752973,27824,440,254,252,11,1,-,122447.9844,1807.215576,28,10,255,255,992251925,717870717,994,44,0,0,6204.306702,263.94525,1421927903,1421927904,64.921186,187.958891,0.182531,0.061342,0.121189,0,1,0.0,0.0,0,7,1,1,3,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,51.1958,247.109097
175.45.176.2,63937,149.171.126.16,80,tcp,FIN,0.78944,780,902,62,252,2,2,http,7113.903809,8005.675293,10,8,255,255,376394585,3358889124,78,113,0,0,4364.198186,156.903891,1421927906,1421927907,87.715556,96.74843,0.216508,0.111618,0.10489,0,1,0.0,0.0,0,2,1,1,1,1,1,1,DoS,1,dos_1_14917112616,1412.528204,5.079617,1407.4485869999999
175.45.176.0,57550,149.171.126.16,80,tcp,FIN,1.080158,1076,354,254,252,2,1,http,7176.728027,2295.960449,10,8,255,255,3046077175,1375859378,108,44,0,0,6473.110494,226.308953,1421927908,1421927910,115.529778,140.4,0.200534,0.097354,0.10318,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,52.275958,246.02893899999998
175.45.176.0,53234,149.171.126.16,8080,tcp,FIN,1.27014,1034,354,254,252,2,1,http,5863.92041,1952.540527,10,8,255,255,1072096545,4173821329,103,44,1,0,7985.525263,268.313781,1421927928,1421927929,138.008889,168.356141,0.188374,0.091637,0.096737,0,1,1.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,53.546098,244.75879899999998
175.45.176.3,40436,149.171.126.16,389,tcp,FIN,1.743674,82803,612,254,252,31,1,-,374317.6563,2610.57959,68,14,255,255,2258622360,1675982882,1218,44,0,0,3001.586225,213.660594,1421927941,1421927942,25.12397,125.339234,0.200249,0.114248,0.086001,0,1,0.0,0.0,0,3,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,55.289772,243.01512499999998
175.45.176.2,31733,149.171.126.16,25,tcp,FIN,3.06644,23581,2072,62,252,15,8,smtp,59811.375,5181.252441,36,24,255,255,4175737487,3584715100,655,86,0,0,5507.714384,153.732188,1421927942,1421927945,87.612573,129.300133,0.228446,0.091736,0.13671,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,58.356212,239.94868499999998
175.45.176.0,57705,149.171.126.16,58837,tcp,FIN,1.645584,364,546,62,252,1,2,ftp-data,1550.817261,2323.795166,8,8,255,255,1586546470,2745201308,46,68,0,0,16136.73337,440.304813,1421927948,1421927949,235.083438,217.314719,0.202152,0.094683,0.107469,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,60.001796,238.30310099999997
175.45.176.0,57705,149.171.126.16,58837,tcp,FIN,1.645584,364,546,62,252,1,2,ftp-data,1550.817261,2323.795166,8,8,255,255,1586546470,2745201308,46,68,0,0,16136.73337,440.304813,1421927948,1421927949,235.083438,217.314719,0.202152,0.094683,0.107469,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,61.64738,236.65751699999998
175.45.176.0,45074,149.171.126.16,21,tcp,FIN,6.225347,1272,1632,62,252,7,9,ftp,1566.499023,2002.137329,24,22,255,255,363645404,2273689617,53,74,0,0,19375.69174,678.940438,1421927943,1421927950,270.667274,290.574656,0.204359,0.099641,0.104718,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,67.872727,230.43216999999999
175.45.176.0,45074,149.171.126.16,21,tcp,FIN,6.225347,1272,1632,62,252,7,9,ftp,1566.499023,2002.137329,24,22,255,255,363645404,2273689617,53,74,0,0,19375.69174,678.940438,1421927943,1421927950,270.667274,290.574656,0.204359,0.099641,0.104718,0,1,0.0,0.0,0,1,1,1,1,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,74.098074,224.20682299999999
175.45.176.3,56791,149.171.126.16,59807,tcp,FIN,1.108177,3132,354,254,252,2,1,-,20350.54102,2237.909668,10,8,255,255,2391783055,2594201027,313,44,0,0,6502.464749,212.986359,1421927952,1421927953,117.027889,138.633859,0.202816,0.13773,0.065086,0,1,0.0,0.0,0,3,1,1,3,1,1,1,Exploits,1,exploits_1_14917112616,298.304897,75.206251,223.09864599999997
175.45.176.0,6678,149.171.126.16,111,tcp,FIN,1.565766,564,354,254,252,2,1,-,2595.534668,1583.889282,10,8,255,255,1669824183,2837633867,56,44,0,0,11596.97747,276.354594,1421927966,1421927968,168.188778,208.237719,0.224998,0.108101,0.116897,0,1,0.0,0.0,0,5,1,1,3,2,1,1,Reconnaissance,1,reconnaissance_1_14917112616,882.971963,11.088971,871.882992
